gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status
LITCHI025204	437.443579317214	2.85870852391512	0.476676049101646	5.99717256468561	2.00782666811757e-09	3.54928996014056e-06	5.99717256468561	2.68889471364192	TRUE	1941	1941	1941	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI014613	165.839704254944	3.69273027953801	0.632805548305548	5.83548973207641	5.36327997087288e-09	8.69074825280193e-06	5.83548973207641	3.46233689714127	TRUE	2393	2393	2132	1	0.89093188	PASS	0		PASS	PASS	DISCOVERED
LITCHI028717	3721.18577571364	-0.907362306726487	0.159265085420699	-5.69718280896085	1.21803303941862e-08	1.8218963424227e-05	-5.69718280896085	-0.85211812450014	TRUE	504	504	503	1	0.99801587	PASS	0		PASS	PASS	DISCOVERED
LITCHI020058	1115.36193313882	-0.941598616265346	0.165948419805552	-5.67404388284416	1.39465380663536e-08	1.93707451928746e-05	-5.67404388284416	-0.883245223671589	TRUE	4703	4703	4703	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI013915	723.865214102027	1.58253973508206	0.286928321560621	5.51545322007438	3.47882273009358e-08	4.39633402885569e-05	5.51545322007438	1.4675465533261	TRUE	3837	3837	3837	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI016077	169.869231177948	1.81072779153467	0.328710600813072	5.5085774144667	3.61745150227262e-08	4.39633402885569e-05	5.5085774144667	1.68517914998242	TRUE	2713	2713	2713	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI028926	122.486837835521	1.90078618581322	0.348694104193318	5.45115665264994	5.00432632024504e-08	5.72406619395087e-05	5.45115665264994	1.7646744623068	TRUE	3078	3078	3078	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI021546	767.654892573609	1.31268337866113	0.242438819224344	5.41449336727886	6.14624815276389e-08	6.63965529613855e-05	5.41449336727886	1.21770855461072	TRUE	5195	5195	5195	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005234	333.765709197544	2.41562318712994	0.463660047658249	5.20990152015518	1.88940892536577e-07	0.000193366087124934	5.20990152015518	2.22617909067335	TRUE	1852	1852	1820	1	0.98272138	PASS	0		PASS	PASS	DISCOVERED
LITCHI014480	680.154463912961	-1.01836067537996	0.198601413350813	-5.12766076634665	2.93364437380317e-07	0.000285223574243013	-5.12766076634665	-0.938477441629648	TRUE	4665	4665	4665	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI022605	1308.9610061153	0.744942891873029	0.145658082885698	5.11432580406544	3.14863499384987e-07	0.000291548606930528	5.11432580406544	0.690465751988638	TRUE	5633	5633	5633	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005404	2413.50838816146	0.990278117218192	0.194773158658812	5.08426378684387	3.69054738402447e-07	0.000326194063101617	5.08426378684387	0.911370107700133	TRUE	7337	7337	7337	1	1	PASS	1	LITCHI005405	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI009639	190.088327438604	-1.77880934382893	0.352060047833241	-5.05257371512799	4.3589603779812e-07	0.000368521671955845	-5.05257371512799	-1.6301907182217	TRUE	1861	1861	1861	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI012815	98.6635646434675	-2.54894194259723	0.50947302816597	-5.00309496613207	5.641713043685e-07	0.000457096292226895	-5.00309496613207	-2.3653747798612	TRUE	690	690	690	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI004438	748.8554405493	1.46471169048401	0.293258482162983	4.99460980525016	5.89548410643722e-07	0.000458550753798687	4.99460980525016	1.34020207364397	TRUE	2296	2296	2296	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI002263	231.269591648765	-1.27206412023338	0.255328886976579	-4.98206111849016	6.2910556546736e-07	0.000470498373865878	-4.98206111849016	-1.16524428638502	TRUE	594	594	594	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI018449	528.73871501742	0.760370582112849	0.153050209269689	4.96811200547269	6.76079108668778e-07	0.000486902158076459	4.96811200547269	0.699619017111762	TRUE	3610	3610	3610	1	1	PASS	1	LITCHI018450	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI029373	481.848795376914	-0.761291752666979	0.154811649778599	-4.91753530019044	8.76406565787962e-07	0.000608633059705247	-4.91753530019044	-0.699876709289643	TRUE	2488	2488	2488	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019822	697.903182821242	-0.730865538412879	0.14972258005857	-4.88146502769971	1.05300599619159e-06	0.00070605867572226	-4.88146502769971	-0.67208334450578	TRUE	1180	1180	1038	1	0.87966102	PASS	0		PASS	PASS	DISCOVERED
LITCHI017972	4959.43755158755	-1.10899054812206	0.227659518709737	-4.87126808669048	1.10884263506625e-06	0.000718714834628773	-4.87126808669048	-1.00878092387901	TRUE	2744	2744	2744	1	1	PASS	1	LITCHI017973	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI020381	94.3776030713489	-2.0931499345446	0.430266644336465	-4.86477388404706	1.1458773165815e-06	0.000718760787771844	-4.86477388404706	-1.90178355899334	TRUE	3967	3967	3947	1	0.99495841	PASS	1	LITCHI020380	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI011122	210.769366677713	1.53140442080389	0.316095398808259	4.84475391472821	1.26768702356783e-06	0.000770317942914888	4.84475391472821	1.39414986801529	TRUE	3619	3619	3619	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI008817	938.834279254755	-1.23258869770076	0.255074855163826	-4.83226265838361	1.34989995360801e-06	0.000795418321148719	-4.83226265838361	-1.11738522863896	TRUE	2813	2813	2813	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005338	272.938420033928	1.02410755308664	0.213247035830366	4.80244683870446	1.56738439748948e-06	0.000896405576740673	4.80244683870446	0.932746677419995	TRUE	10990	10990	10615	1	0.96587807	PASS	2	LITCHI005339;LITCHI005340	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI023108	2089.5581393028	1.2004305898851	0.250588418613182	4.79044720633371	1.66410004668853e-06	0.000924526440224526	4.79044720633371	1.09004911099841	TRUE	1968	1968	1968	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI009978	1773.69400728148	1.05586107630504	0.221149292104631	4.77442666108777	1.80219942420671e-06	0.00097343799454721	4.77442666108777	0.957504913204544	TRUE	9127	9127	355	1	0.03889558	FAIL	2	LITCHI009977;LITCHI009979	FAIL	FAIL	RETIRED_MAPPING_FAILURE
LITCHI010325	294.293959072197	-1.77220035077222	0.372629025705055	-4.75593748345026	1.97527595071266e-06	0.0010156123433396	-4.75593748345026	-1.60114984232782	TRUE	1310	1310	1310	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI031010	196.777978964216	-1.99719086698081	0.420021589907048	-4.75497192280709	1.98473998698404e-06	0.0010156123433396	-4.75497192280709	-1.80453243678916	TRUE	2544	2544	2544	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019857	285.620508381531	1.03246151283045	0.218701820054714	4.72086383447632	2.34845121264482e-06	0.0011709136879456	4.72086383447632	0.936603819562557	TRUE	3099	3099	3099	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI006337	364.134005562671	-1.42715758717594	0.304070688059359	-4.69350596167079	2.68562160340898e-06	0.00127886488498145	-4.69350596167079	-1.28771434352383	TRUE	294	294	294	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI025608	368.326775072396	-1.09304877967237	0.233102304767101	-4.68913759031455	2.74358873531677e-06	0.00127886488498145	-4.68913759031455	-0.988716596673689	TRUE	4917	4917	4702	1	0.95627415	PASS	0		PASS	PASS	DISCOVERED
LITCHI015541	481.508987520201	1.51367110119737	0.322899370170657	4.68774869519681	2.76226922958195e-06	0.00127886488498145	4.68774869519681	1.363414447389	TRUE	9339	9339	1353	1	0.14487633	FAIL	1	LITCHI015540	FAIL	FAIL	RETIRED_MAPPING_FAILURE
LITCHI017733	195.783712321265	1.33483169311659	0.285328182427621	4.67823290976592	2.89357763398195e-06	0.00130850272308789	4.67823290976592	1.20953419579057	TRUE	2532	2532	2532	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI015464	188.549037099858	1.2669359040326	0.271439116823258	4.66747725552591	3.04920491342603e-06	0.00133200908602764	4.66747725552591	1.14277684033349	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI028928	361.767765615162	0.996114849840184	0.213518430660539	4.66524059191804	3.08256152590609e-06	0.00133200908602764	4.66524059191804	0.90064975872446	TRUE	1659	1659	1659	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030441	667.216616204896	0.598066185040018	0.129414103068664	4.6213370170537	3.8127480699519e-06	0.00161171491783075	4.6213370170537	0.547266562939225	TRUE	3020	3020	3020	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI018512	64.2461386275212	1.65757689760108	0.362093046724452	4.57776505954965	4.69970095034926e-06	0.00194437627616045	4.57776505954965	1.48418412947372	TRUE	3013	3013	3013	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI024578	120.449140821084	-2.70143238765074	0.592658949684116	-4.55815674274486	5.16045198735181e-06	0.0020905206019595	-4.55815674274486	-2.41266083083437	TRUE	2337	2337	2337	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011520	12209.5865855212	0.837288768501431	0.184053506503805	4.5491595591205	5.38605933552163e-06	0.00213738619957588	4.5491595591205	0.755111197187011	TRUE	6186	6186	6172	1	0.99773683	PASS	0		PASS	PASS	DISCOVERED
LITCHI019664	1113.25218167388	-0.598464438355614	0.131687501486932	-4.54458040131471	5.50447940121635e-06	0.00214069203913304	-4.54458040131471	-0.544540710892249	TRUE	2391	2391	2391	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011959	825.873264879996	-0.680445151877315	0.150030196974012	-4.53538797922915	5.74976898509396e-06	0.00219224035127749	-4.53538797922915	-0.616267517409392	TRUE	930	930	885	1	0.9516129	PASS	0		PASS	PASS	DISCOVERED
LITCHI023124	431.386556305591	2.54975817056461	0.564592795808928	4.51610114314585	6.29885879802223e-06	0.00235540979476043	4.51610114314585	2.26810067317338	TRUE	3758	3758	3654	1	0.97232571	PASS	0		PASS	PASS	DISCOVERED
LITCHI029534	7078.67988427502	1.47658737766418	0.327402002016423	4.51001328205106	6.48235669662061e-06	0.00237829105595826	4.51001328205106	1.31788883087965	TRUE	1621	1621	1605	1	0.99012955	PASS	0		PASS	PASS	DISCOVERED
LITCHI018384	1029.95610815278	-1.55878636749034	0.347588275853953	-4.48457694282331	7.30587402998025e-06	0.00263079112061048	-4.48457694282331	-1.39121613360429	TRUE	4289	4289	4289	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI023296	214.077438691649	-1.28183078401472	0.286831340842313	-4.46893557813618	7.86097997060562e-06	0.00277921373688048	-4.46893557813618	-1.14400903339146	TRUE	2269	2269	2269	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019420	130.809298448237	1.15055575620242	0.259718538501012	4.43001012882233	9.4228662391089e-06	0.00327192203606201	4.43001012882233	1.02524303286225	TRUE	2373	2373	2373	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI028799	106.62631458177	-1.88299748759307	0.427493690927198	-4.40473749100018	1.0591205332528e-05	0.00361308750335099	-4.40473749100018	-1.66826757908033	TRUE	1551	1551	1551	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI018309	207.172787253331	-0.968358072646313	0.220850326934873	-4.38468027684593	1.16156254202568e-05	0.00389423855684298	-4.38468027684593	-0.863544303512698	TRUE	1920	1920	1920	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030745	111.761215302412	3.65243254800581	0.835670927677364	4.37065886467687	1.23872191534938e-05	0.00404258174463622	4.37065886467687	3.21636185547344	TRUE	1833	1833	1833	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI006423	3595.77390339087	-0.396802457072349	0.090882832130266	-4.36608815737164	1.26491444523292e-05	0.00404258174463622	-4.36608815737164	-0.367271446691887	FALSE	1954	1954	1894	1	0.96929376	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI030349	72.2813823824936	-2.96865853282443	0.680189923763224	-4.36445532212534	1.27439891174042e-05	0.00404258174463622	-4.36445532212534	-2.62595079096355	TRUE	4645	4645	4645	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI001085	210.753880399249	-0.976071409796375	0.223877761320156	-4.35984085261842	1.30157069489741e-05	0.00404258174463622	-4.35984085261842	-0.868428326614917	TRUE	3625	3625	2687	1	0.74124138	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI005866	956.809520363526	1.41599296208824	0.324883164008407	4.35846827092461	1.30975906357461e-05	0.00404258174463622	4.35846827092461	1.25347210924446	TRUE	5857	5857	5857	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI020557	158.55723312357	2.23462873550162	0.513972057302227	4.34776308118947	1.37533051580867e-05	0.00409053793462822	4.34776308118947	1.96585032420699	TRUE	947	947	947	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI004207	103.12238509067	1.55910583538726	0.358740226589211	4.34605801030664	1.38605926863131e-05	0.00409053793462822	4.34605801030664	1.37683186857539	TRUE	1939	1939	1766	1	0.91077875	PASS	0		PASS	PASS	DISCOVERED
LITCHI025875	607.138435725774	2.47578590652985	0.569711080992872	4.34568676848472	1.3884057787887e-05	0.00409053793462822	4.34568676848472	2.17853457370097	TRUE	1391	1391	1391	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI016340	6745.71106407151	-2.14737102487156	0.494731159921617	-4.34048064652282	1.42171390750728e-05	0.00412615327335507	-4.34048064652282	-1.89395290037359	TRUE	1497	1497	1497	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019319	485.01417302021	1.06614809876166	0.246107735959164	4.33203814015242	1.47735341128494e-05	0.00422457898271111	4.33203814015242	0.946313258042055	TRUE	5978	5978	5837	1	0.97641352	PASS	0		PASS	PASS	DISCOVERED
LITCHI013576	525.933795100125	1.55233778262169	0.359003896916188	4.32401373900433	1.53215748129968e-05	0.00431779742374961	4.32401373900433	1.36799353113494	TRUE	3210	3210	1401	1	0.4364486	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI026181	492.169127580219	-0.916849109844451	0.212386270335542	-4.31689444141539	1.5823978426736e-05	0.0043956751501126	-4.31689444141539	-0.816394619229553	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI001999	1397.88277175264	1.28092269464462	0.297546426080802	4.30495069800226	1.67022928093403e-05	0.0045498264014885	4.30495069800226	1.13104965843968	TRUE	2280	2280	2280	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI014256	541.082615875254	0.979015900279916	0.227517151442281	4.30304218417698	1.68468758502017e-05	0.0045498264014885	4.30304218417698	0.858493206596824	TRUE	2797	2797	2797	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI012432	1965.43376463615	-0.885309383928994	0.206784005304457	-4.28132428630306	1.85784389855659e-05	0.00494873624759354	-4.28132428630306	-0.781673306189286	TRUE	1787	1787	1787	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI010987	252.605069537778	2.66019759477751	0.622025222445143	4.27667158627496	1.89708347177112e-05	0.00498227784610392	4.27667158627496	2.3274897448225	TRUE	1445	1445	1445	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017118	509.91887915185	0.806612533823148	0.18873420385428	4.27380155451804	1.92168083547336e-05	0.00498227784610392	4.27380155451804	0.716643377352243	TRUE	4527	4527	4527	1	1	PASS	2	LITCHI017117;LITCHI017119	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI000241	162.96131706524	2.82124733778602	0.662312927601461	4.25968937070737	2.04711198253594e-05	0.00523764375005412	4.25968937070737	2.48951738063615	TRUE	718	718	85	1	0.1183844	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI024633	118.250298449398	1.17494228824933	0.276632010196716	4.24731139181548	2.16351162646539e-05	0.00537963195435942	4.24731139181548	1.03370963176977	TRUE	4785	4785	4785	1	1	PASS	1	LITCHI024632	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI026129	396.31926210074	1.44767864959702	0.340936968133622	4.2461768153861	2.17449054213961e-05	0.00537963195435942	4.2461768153861	1.26611543666743	TRUE	1914	1914	1914	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI022817	237.601864938337	1.02582847907163	0.241653786080747	4.24503375555992	2.18560516530931e-05	0.00537963195435942	4.24503375555992	0.908356319673733	TRUE	5043	5043	5043	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030520	467.841659853879	1.0176252004121	0.240499531106347	4.23129806420336	2.3234653426263e-05	0.00564747294842105	4.23129806420336	0.896444081084344	TRUE	3696	3696	3696	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI027558	136.949870301624	1.17996099275583	0.280597602281289	4.20517133133934	2.60884452046135e-05	0.00617712054837334	4.20517133133934	1.03506833538307	TRUE	852	852	0	1	0	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI025238	238.786215663318	-1.36203951160081	0.323930275287396	-4.20473050996047	2.61393418846235e-05	0.00617712054837334	-4.20473050996047	-1.19282998676846	TRUE	4235	4235	4099	1	0.96788666	PASS	0		PASS	PASS	DISCOVERED
LITCHI019095	317.630685103538	0.884172567831689	0.210378477256285	4.20277102184071	2.63667269485723e-05	0.00617712054837334	4.20277102184071	0.778705508067384	TRUE	1291	1291	1291	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI016580	177.57860216937	-1.30569271248066	0.311722899867036	-4.18863263827456	2.80640267357396e-05	0.00649100319243502	-4.18863263827456	-1.14382316788612	TRUE	696	696	696	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI026900	433.833362997512	1.05444528370577	0.251889785106659	4.18613753336319	2.83741461227553e-05	0.00649100319243502	4.18613753336319	0.925107917783207	TRUE	2660	2660	2660	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI031097	2701.56362099245	-0.738820690518999	0.176734297230169	-4.18040358944478	2.90992167742652e-05	0.00657946825785566	-4.18040358944478	-0.654000676362722	TRUE	1894	1894	1894	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI010434	465.309838680997	0.765623699485611	0.183331132780618	4.17617939666467	2.96446060057055e-05	0.00660260533646317	4.17617939666467	0.677880972315311	TRUE	3326	3326	3196	1	0.96091401	PASS	0		PASS	PASS	DISCOVERED
LITCHI029495	21.7388429031998	-5.65907469563451	1.35567025695907	-4.1743740165315	2.9880651561263e-05	0.00660260533646317	-4.1743740165315	-0.205926795900987	TRUE	1706	1706	1375	1	0.8059789	PASS	0		PASS	PASS	DISCOVERED
LITCHI019076	10.0008254318078	-6.09732812414933	1.46758575716613	-4.15466564347362	3.25763552385871e-05	0.00711738457993625	-4.15466564347362	-0.120554316556982	TRUE	1043	1043	1043	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011561	9948.97800253847	1.21608198257199	0.293096742836892	4.14908050769005	3.33813405551603e-05	0.00721222407883435	4.14908050769005	1.06084066359716	TRUE	6546	6546	4029	1	0.61549038	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI021914	310.053846081503	-0.794019395701095	0.191578517918414	-4.14461602651733	3.40383578812978e-05	0.00727336119782237	-4.14461602651733	-0.699593293532038	TRUE	1950	1950	1950	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI020348	18.2480501905355	-4.49639544761973	1.08997762840474	-4.12521810580694	3.70383588130941e-05	0.00782837920783277	-4.12521810580694	-0.154938729810012	TRUE	4864	4864	4864	1	1	PASS	1	LITCHI020349	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
LITCHI013662	162.684493784034	1.10989571328811	0.26933893074892	4.12081428481931	3.77535668282869e-05	0.00789023856493245	4.12081428481931	0.966697987904156	TRUE	2596	2596	278	1	0.10708783	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI030447	1565.65564547037	-2.70788251739274	0.65805504557282	-4.11497873257031	3.87215114958433e-05	0.00789023856493245	-4.11497873257031	-2.34600470024091	TRUE	1232	1232	934	1	0.75811688	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI028829	3251.98325004479	-1.97184846904246	0.479283282939431	-4.11416074633183	3.88590587896779e-05	0.00789023856493245	-4.11416074633183	-1.71043341207867	TRUE	1920	1920	840	1	0.4375	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE
LITCHI005254	11.8296332789779	-4.78969999903453	1.16435809863039	-4.11359701510091	3.89541219970951e-05	0.00789023856493245	-4.11359701510091	-0.231324000583505	TRUE	2523	2523	2523	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI008095	1090.11512708495	-1.02465519702955	0.249244795510446	-4.11103949003663	3.93881820327862e-05	0.00789590927451059	-4.11103949003663	-0.893631144096346	TRUE	3777	3777	3777	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005454	1525.52055305266	-0.885430279901579	0.216125238926354	-4.0968388712958	4.18830209690758e-05	0.00831036064024162	-4.0968388712958	-0.775056678544732	TRUE	367	367	367	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019897	648.245016373014	0.843069201971418	0.206741128600937	4.07789784101815	4.54447251884453e-05	0.00890567674729033	4.07789784101815	0.734400376905551	TRUE	6042	6042	5976	1	0.98907646	PASS	0		PASS	PASS	DISCOVERED
LITCHI004751	327.510358015588	0.74242220088451	0.182140780981797	4.07608991727507	4.57993147199297e-05	0.00890567674729033	4.07608991727507	0.653335021703173	TRUE	2643	2643	2643	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011536	560.480168813208	1.28566991562519	0.31564513497242	4.07314979126014	4.63815728019264e-05	0.00892960082310355	4.07314979126014	1.11448518051639	TRUE	4299	4299	4299	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017561	35.6544383178822	3.02538115857601	0.747478691914309	4.04744802935846	5.17790736543971e-05	0.00985441008076491	4.04744802935846	2.59578306648454	TRUE	555	555	555	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030216	2457.52627873262	1.11016595345081	0.274416053522084	4.04555760933815	5.21987265784925e-05	0.00985441008076491	4.04555760933815	0.961793608529848	TRUE	3030	3030	3030	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI029066	3341.24572269634	-1.73638501526778	0.429450572015144	-4.04327093364902	5.27106516400743e-05	0.00985537135712735	-4.04327093364902	-1.49586410800377	TRUE	1657	1657	1657	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005012	1653.21982506505	-0.603717446828414	0.149620458800789	-4.0349926184375	5.46040141882968e-05	0.0100595515648978	-4.0349926184375	-0.533778102345556	TRUE	4017	4017	4017	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017310	814.64257691386	-1.8443511902293	0.45720257544388	-4.03399125308665	5.48373600349276e-05	0.0100595515648978	-4.03399125308665	-1.58729293577404	TRUE	3101	3101	3101	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI013379	302.920001708466	0.929987136454016	0.23098795987339	4.02612818851581	5.67027850895504e-05	0.0103045388417412	4.02612818851581	0.808211759155377	TRUE	252	252	252	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI025819	422.258855639359	-1.180436171034	0.294341222480791	-4.0104344239823	6.06071319015225e-05	0.0106625384470729	-4.0104344239823	-1.01902316287185	TRUE	1865	1865	1865	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005559	2475.99123451324	-0.577392772437751	0.144002644831108	-4.00959838699449	6.08221068355225e-05	0.0106625384470729	-4.00959838699449	-0.511390253965048	FALSE	3933	3933	3933	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY
LITCHI001696	650.151789157779	1.3341081267277	0.332880462781547	4.00776938237799	6.12949292890904e-05	0.0106625384470729	4.00776938237799	1.14801232322896	TRUE	6540	6540	6363	1	0.97293578	PASS	1	LITCHI001697	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY
